source_file,system_id,nvars,neqs,domain,strategy,elapsed,basis_size,n_steps,reward,finished
PHC_pack_ZZ.csv,96,6,6,GF,sugar,0.250821590423584,25,120,,1
PHC_pack_ZZ.csv,97,4,4,GF,sugar,0.01623225212097168,10,36,,1
PHC_pack_ZZ.csv,98,5,5,GF,sugar,1.3199961185455322,44,203,,1
PHC_pack_ZZ.csv,99,6,6,GF,sugar,272.1951494216919,231,1455,,1
PHC_pack_ZZ.csv,100,7,7,GF,sugar,600.0000998973846,0,0,,0
PHC_pack_ZZ.csv,101,8,8,GF,sugar,38.0140745639801,87,641,,1
PHC_pack_ZZ.csv,109,9,9,GF,sugar,600.0000274181366,0,0,,0
PHC_pack_ZZ.csv,110,10,10,GF,sugar,600.0000267028809,0,0,,0
PHC_pack_ZZ.csv,111,11,11,GF,sugar,600.0001094341278,0,0,,0
PHC_pack_ZZ.csv,112,10,10,GF,sugar,600.0552244186401,0,0,,0
